AscensionNum	TaxoName	pValue	fdrCorrectedpVal	CohenEffectSize	foldChanges	Log2_FC	Mean0_tolerant	mean1_sensitive	sensitiveSample_1	sensitiveSample_2	sensitiveSample_3	sensitiveSample_4	sensitiveSample_5	sensitiveSample_6	sensitiveSample_7	sensitiveSample_8	sensitiveSample_9	sensitiveSample_10	sensitiveSample_11	sensitiveSample_12	sensitiveSample_13	sensitiveSample_14	sensitiveSample_15	sensitiveSample_16	sensitiveSample_17	sensitiveSample_18	sensitiveSample_19	sensitiveSample_20	sensitiveSample_21	sensitiveSample_22	sensitiveSample_23	sensitiveSample_24	sensitiveSample_25	sensitiveSample_26	sensitiveSample_27	sensitiveSample_28	sensitiveSample_29	sensitiveSample_30	sensitiveSample_31	sensitiveSample_32	sensitiveSample_33	sensitiveSample_34	sensitiveSample_35	sensitiveSample_36	sensitiveSample_37	sensitiveSample_38	tolerantSample_1	tolerantSample_2	tolerantSample_3	tolerantSample_4	tolerantSample_5	tolerantSample_6	tolerantSample_7	tolerantSample_8	tolerantSample_9	tolerantSample_10	tolerantSample_11	tolerantSample_12	tolerantSample_13	tolerantSample_14	tolerantSample_15	tolerantSample_16	tolerantSample_17	tolerantSample_18	tolerantSample_19	tolerantSample_20	tolerantSample_21	tolerantSample_22	tolerantSample_23	tolerantSample_24	tolerantSample_25	tolerantSample_26	tolerantSample_27	tolerantSample_28	tolerantSample_29	tolerantSample_30	tolerantSample_31	tolerantSample_32	tolerantSample_33	tolerantSample_34	tolerantSample_35	tolerantSample_36	tolerantSample_37	tolerantSample_38	tolerantSample_39	tolerantSample_40	tolerantSample_41	tolerantSample_42	tolerantSample_43	tolerantSample_44	tolerantSample_45	tolerantSample_46	tolerantSample_47	tolerantSample_48	tolerantSample_49	tolerantSample_50	tolerantSample_51	tolerantSample_52	tolerantSample_53	tolerantSample_54	tolerantSample_55	tolerantSample_56	tolerantSample_57	tolerantSample_58	tolerantSample_59	tolerantSample_60
ASN73	Bacteroides_intestinalis	0.080862267	0.388909	0.153717275	23.10477848	4.530119353	0.443605667	0.019199737	0	0	0	0	0	0	0	0.01271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4045	0.31238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72006	1.05354	0.14247	0	0	0	0	0	5.67396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85242	0.11096	1.7761	0.75979	0.74712	0.04768	0	0	0	0	0	0	0	0	0	0	2.63166	12.10058	0	0	0	0	0	0	0	0	0	0	0	0
ASN74	Bacteroides_massiliensis	0.003558395	0.098076978	0.308863052	0.098775856	-3.339697742	0.0170765	0.172881316	0.16891	0	0	0.40172	0	0	0	0	0	0.01017	0.99685	0	0.54244	1.59913	0.19103	0	0	0	0	0.64156	1.31497	0	0	0	0	0	0	0	0	0	0	0.05886	0.2353	0	0.04603	0	0	0.36252	0	0	0	0	0.29118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01822	0.02497	0	0	0	0	0	0	0	0	0.49426	0.15244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01028	0	0.03324
ASN75	Bacteroides_nordii	0.00158624	0.098076978	0.243004024	0	#NUM!	0	0.002098684	0.00204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0.01512	0	0	0	0	0	0	0.00951	0.0077	0	0	0.03788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN76	Bacteroides_ovatus	0.924431125	0.960077569	0.007891897	0.974588114	-0.037135467	1.520045333	1.559679737	0.05201	0.5006	0	2.65553	3.23631	0.12224	11.50654	0.02479	0	0.10161	3.82938	0.37413	2.15696	0	0.02415	1.19341	1.00889	0	0	8.49087	7.45181	0.98768	0.38437	0.02383	0.39162	0.80032	6.18636	0.73238	1.29943	0.14094	0.57726	0.24034	0.47796	0.19908	0.31417	0.03529	0.28147	3.4661	10.44231	0.42874	0.05976	10.91962	1.13906	0.91543	0.54548	0.30008	0.27969	0	0.46875	2.71927	0.02103	2.66095	2.29668	0.11193	1.49417	0.52479	0.10325	0.93457	1.91795	0.87158	0.08206	0.49203	0	0	0.03791	0.07753	2.12238	2.57231	3.48697	6.77468	2.51327	0.3211	6.14347	0.22553	0.33157	1.2115	0	0	0.19088	0.38585	5.07402	7.20721	0.01107	0.02188	4.10796	0.5064	1.56689	1.23268	0	0.05051	3.54311	1.4057	0.09546	0.0124	0.01567	0.06795	0.0041	0.15558
ASN77	Bacteroides_plebeius	0.004749788	0.106606347	0.208522122	0.0311388	-5.005142856	0.044898167	1.441872105	0	0	0	31.13734	2.18359	0	0	0	0.30816	0	0	0	0	0	0	0	0	0	0	10.01479	6.02905	2.15133	1.44836	0	0	0	0	0	0	0.20204	1.31648	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821	0.6735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN78	Bacteroides_salyersiae	0.175290056	0.477731007	0.096285904	4.637880447	2.213465631	0.022296	0.004807368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85061	0.04263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09093	0.02101	0.14552	0.18706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN79	Bacteroides_sp_CAG_144	0.426135255	0.628316216	0.082495791	inf	#VALUE!	0.002392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN80	Bacteroides_stercoris	0.447302572	0.638552081	0.249421565	0.119463157	-3.065362342	0.247286	2.069977105	2.33939	1.22554	0	32.57725	0	0.3226	0	0.0043	0	0	0	0	0	7.93198	1.60046	7.12267	3.77699	0	0	9.86703	7.73515	0	0	0.15976	2.03556	0	0	0.9648	0.98622	0	0	0	0	0	0	0.00943	0	0	0	0.09224	0.0728	0	0	0.39125	0	0	0.34781	0	0.84366	0	0	0	0	0.13495	0	3.05672	0.04471	0.99831	0	0	0.04525	0.12334	0.03271	0	0	0	0	0	1.96213	1.15116	0	0	0	0	1.04332	1.75616	0	0	0.36094	0.23839	0	0	0	0	0	0.94027	0	0	0.03974	0.26922	0	0	0.33211	0.29927	0	0.05937	0.03116	0.17017
ASN81	Bacteroides_thetaiotaomicron	0.958698715	0.975602722	0.096313804	0.696589377	-0.521619623	0.458747	0.658561579	0.22662	0	0	0.4742	0	0.48013	0	0	0	0.05467	1.62587	4.9215	1.22321	0	0.18545	0	0	0	0	0.73706	2.64981	0.00566	0.01054	1.17435	3.44262	0	0	0.16797	0.09644	0.2489	0.18776	0.13191	0.75265	1.08474	0.06426	0	4.0688	1.01022	1.85817	0	0.15762	2.45947	0.10802	0.31232	0.17011	0	1.30295	0.34846	0.09374	2.80809	0.0091	0.51178	0.00835	0	0.35819	0	0.14145	0.3307	0.66512	0.57543	0	0	0.11328	0	0.54364	0.17082	0.34254	0.16423	0.34154	2.86887	0.1364	0.11671	0	0	0.5989	1.21568	0.16791	0.16407	0.02154	0.04893	1.31953	5.44798	0	0.00519	0.48203	0.12258	0	0	0	0	0.12392	0.13359	0	0	0.06569	0.10465	0.00409	0.48144
ASN82	Bacteroides_uniformis	0.201842008	0.477731007	0.168365153	0.605478085	-0.723853351	3.118515833	5.150501579	2.69728	9.45533	0	1.60541	0.67584	9.67286	28.91878	0.14884	0	1.89015	1.1051	13.40834	14.50471	0.16523	1.03213	12.76522	34.85093	0	0	1.93528	5.33559	0.7332	0.71103	7.09155	5.26314	2.53043	8.67795	0.23054	8.84981	1.98443	0.86587	1.68101	2.39394	1.0967	1.32135	0.02788	10.34768	1.74553	12.64712	0.79416	0.26048	4.26701	1.36028	5.43066	0.36748	0	0.64606	0.35109	5.09265	2.74772	0.02017	2.85315	7.65645	0.70765	9.2488	1.52053	0.88067	0.56564	22.39626	9.54042	0.06222	0.28915	0.34024	0	0.54799	1.29283	12.89283	5.27418	10.1744	3.89814	0.96098	0.29976	0	0	0.51004	2.13425	0.19666	1.00012	2.14341	5.64903	13.83707	5.42745	0.00632	0.06131	2.7894	1.85021	3.09268	2.07673	0.02956	0.42545	2.96863	14.7706	0.99697	0.27279	0.38897	1.00396	0.0265	0.06567
ASN83	Bacteroides_vulgatus	0.883924769	0.929962517	0.135467272	0.702788328	-0.508837864	2.977427667	4.236592368	1.64481	6.99405	3.44899	10.07322	0.68283	2.76315	0	0.02712	0.15356	0	8.72226	6.10557	14.27233	2.73928	1.09221	13.40859	11.17776	2.60053	0.19452	12.94069	22.09207	0.99209	1.16438	1.58117	6.47224	0	0	0.48382	0.41436	0.09068	1.04414	0	0	0.32917	0.09844	0.15403	16.76013	10.27232	0	2.16243	0.65772	0	1.61811	8.52075	2.70961	0.9494	5.39452	2.39122	5.11725	2.46179	0.13029	7.03334	11.90371	9.87229	1.77725	0.3964	0.18677	4.33962	0	0	0.64529	2.46384	0.6478	0	0	0	5.75924	3.22835	2.01463	14.80316	9.97886	1.72719	4.73216	1.11971	4.89019	9.8928	0.8162	1.14066	0.72782	1.80021	4.13811	3.34109	0.04547	0.04137	16.615	2.49774	6.25134	3.62562	0.45928	1.66084	2.82254	0.841	0.2489	0.06751	0.04082	0.15192	0.0446	1.74193
ASN84	Bacteroides_xylanisolvens	0.49635509	0.682066178	0.064223502	0.79020192	-0.339706744	0.888029333	1.123800526	0.30644	2.88474	3.83791	0.0088	0	1.8978	2.01765	0	0	0	0	3.15693	4.34878	0	0.08916	4.24096	3.65493	4.3225	0.22518	0	0	0	0	1.99837	1.9185	0.47999	1.08006	0	0	0	0	0	0	0	0	0.00519	3.05632	3.17421	0	0	0.11475	8.04747	0.68116	0.40416	0.10915	0	0.0098	4.3219	0	0	0	6.5268	4.16532	0.54773	0	0	0	3.50274	0	0	0	0	0.1393	0	0.95006	0.07676	0.95143	0.85507	1.00668	0.81158	0.09821	0.04612	0	0	0	0.02221	0.64469	1.59096	0	0	0	0	0	0	10.28155	2.01853	1.76609	2.14541	0.01327	1.07583	0	0	0	0	0	0	0.06447	0.29256
ASN85	Barnesiella_intestinihominis	0.711032206	0.853943075	0.078001463	1.533387076	0.616721925	0.268552167	0.175136579	0	0	0	0	0.14865	1.3354	0	0	0	0.22695	0	0	0	0	0	0	0	0	0	0	0	0.21647	0.23637	0.55954	0.23371	0	0	0	0	0	0	0.66357	2.91159	0	0	0.12294	0	0	0	3.02498	0.01395	0	0.2728	0	0	0.07332	0	0	1.57177	0	0	0	0	0	0	0	0.66398	0	0	0	1.4531	1.65948	0.09001	0	0	0	2.36599	0.47192	0	0	0	0	0.915	0.25069	0	0	0	0	0.22263	2.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15988	0.82563	0	0
ASN86	Coprobacter_fastidiosus	0.069281116	0.360531564	0.168939111	inf	#VALUE!	0.001075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01522	0.00947	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01804	0.01927	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN87	Coprobacter_secundus	0.074069604	0.360531564	0.183096281	0	#NUM!	0	0.00575	0	0	0	0	0	0	0	0	0	0	0	0.12556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN88	Coprobacter_sp	0.07290687	0.360531564	0.120493811	2.56944509	1.361456822	0.098854667	0.038473158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01712	0.44486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18189	0	0	0	0	0.28274	0	0	0	0.95782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04729	0.5516	0	0	0	0	0	0	0	0	0.15186	0.11326	0.89549	1.60385	0	0	0	0	0.64959	0.49589	0	0	0	0
ASN89	Butyricimonas_synergistica	0.004127002	0.098076978	0.254753624	0	#NUM!	0	0.004863421	0	0	0.0509	0	0.02513	0	0	0	0	0	0	0	0	0	0	0	0	0.01226	0	0	0	0.02422	0.0723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN90	Butyricimonas_virosa	0.097094431	0.445720332	0.046404516	1.612926693	0.68968087	0.012136	0.007524211	0	0.06663	0.00949	0	0.00114	0	0	0	0	0	0	0	0	0	0	0.09592	0.09931	0	0	0	0	0	0.01343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17641	0.42233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN92	Odoribacter_splanchnicus	0.931144161	0.960426769	0.180234223	0.516362385	-0.953544185	0.191529	0.370919737	0.10388	0	0	0.07862	0.06644	0.26101	0	0	0.00574	0.03475	0	2.31668	0.55681	0	0.18932	0	0	0	0	0.81095	2.16543	0.07796	0.1049	0.33524	1.02549	0	0	0	0	0.21583	1.32862	0.24305	0.8223	0	0	0.0188	2.91409	0.41904	0	0.47819	0.02848	1.15264	0.2096	0.06237	0.77079	0	0.18706	0	0.44109	0	0.03751	0.66066	0.87093	0.11325	0.10209	0	0.04945	0	0	0	0.2406	0.36202	0	0	0.03546	0.24971	0.40441	0.31808	0.16052	0.03698	0.04239	0.04403	0	0	0.32197	1.32651	0	0	0.07796	0.339	0	0	0	0.03201	0.4156	0.03714	0.37754	0.66699	0	0.36911	0.16838	0.19554	0	0	0.01736	0.08832	0	0
ASN93	Porphyromonas_asaccharolytica	0.193764315	0.477731007	0.006090583	1.038592307	0.054629445	0.002979667	0.002868947	0	0	0	0	0.01896	0	0	0	0	0	0	0	0	0	0	0.00672	0	0	0	0	0	0	0	0	0	0.02241	0.00131	0.05962	0	0	0	0	0	0	0	0	0	0	0	0.00871	0	0	0.02745	0.00055	0	0	0.01915	0	0.04311	0	0.00237	0	0	0.00188	0	0	0	0	0	0	0	0.00872	0	0	0.00048	0	0.00033	0.00883	0	0	0	0	0.00501	0	0.01324	0.02993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00902	0
ASN94	Porphyromonas_sp_HMSC065F10	0.509714544	0.695691472	0.02478484	1.201068277	0.264318166	0.0006805	0.000566579	0.00372	0	0	0	0.00259	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00791	0	0	0	0	0	0	0.00477	0	0.00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0.01615	0	0	0.00696	0	0	0	0	0.01005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN95	Porphyromonas_uenonis	0.732086175	0.853943075	0.124541844	0.042391528	-4.560080225	3.62E-05	0.000853158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN96	Sanguibacteroides_justesenii	0.257950157	0.512452283	0.117244198	inf	#VALUE!	0.000480833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01411	0	0	0	0	0	0	0	0	0	0	0
ASN97	Paraprevotella_clara	0.029862716	0.262272554	0.155473073	inf	#VALUE!	0.002004333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02112	0.00031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01826	0	0	0	0	0	0	0	0	0.02357	0.05322	0.00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0
ASN98	Paraprevotella_xylaniphila	0.795736137	0.88561267	0.170277385	0.269137488	-1.893584737	0.056227	0.208915526	0	0	0	0.10974	0	0.76976	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89554	0.80056	0	0	0.63504	3.65578	0	0	0.03741	0.03496	0	0	0	0	0	0	0	0	0	0	0.27335	0	0	0.09954	0.16234	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71689	0	0	0.0564	0.04896	0	0	0	0	0.21558	0.26645	1.17731	0.22976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0822	0.04484
ASN99	Prevotella_bivia	0.805949081	0.887202803	0.064708787	0.494474962	-1.016030623	0.000544833	0.001101842	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03741	0	0	0	0	0	0	0	0	0	0	0.00446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01022	0	0	0	0	0	0	0	0	0.01785
ASN100	Prevotella_buccalis	0.26003148	0.512452283	0.074512225	1.714720414	0.777973364	0.010746333	0.006267105	0	0	0	0	0.01125	0	0	0	0	0	0	0	0	0	0	0.03135	0	0	0	0	0	0	0.00424	0	0	0.16713	0.00605	0.01251	0	0	0.00381	0.00181	0	0	0	0	0	0	0	0.05915	0	0	0	0.00062	0	0	0.08962	0.00147	0.20854	0	0.00607	0	0.01528	0.00491	0	0	0	0.00826	0	0	0	0.0254	0	0	0.00995	0	0	0	0	0	0	0.04181	0	0	0.04114	0	0	0	0	0.0116	0	0.00735	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00626	0.07313	0.03422
ASN101	Prevotella_colorans	0.208912382	0.477731007	0.130256512	0	#NUM!	0	0.000472632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN102	Prevotella_copri	0.93454642	0.960426769	0.089633066	0.609992718	-0.713136074	1.162270333	1.905383947	0	0	0	0	0	19.90325	0.06034	0	12.24306	0	0.10182	0	0	0	0	0	0	0	0	0	0	0	0	26.725	4.83515	0	0	0	0	5.00797	1.83469	0	0	0	0	1.69331	0	0	0	9.16943	0	0	0	0	0	0	5.56927	0	0	0	1.71134	0	0	1.85258	0	0	1.06604	0	0	0	4.4022	7.21532	0	0	0	0	0	0	0	0	0	0	0	0	7.56187	11.83071	0	0	0	0	0	0	0.11452	0.86535	0	0	0	0	11.98312	4.50881	0	0	0	0	0.51627	1.36939	0	0
ASN103	Prevotella_corporis	0.417059918	0.628316216	0.05047843	1.531638073	0.615075428	0.005286167	0.003451316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00627	0	0	0	0	0	0	0	0	0	0.03678	0.0881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03113	0	0	0	0.00611	0	0	0.00433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01994	0.10479	0.10455	0	0	0.00687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03945	0	0	0	0	0	0	0	0	0
ASN104	Prevotella_disiens	0.31647736	0.586499327	0.10522158	0.310928962	-1.685343091	9.48E-05	0.000305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00544	0.00615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN105	Prevotella_sp_885	0.163728864	0.477731007	0.125948623	inf	#VALUE!	0.020633833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36238	0.16233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN106	Prevotella_sp_CAG_279	0.163728864	0.477731007	0.10951983	inf	#VALUE!	0.003445333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02549	0.15129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN107	Prevotella_sp_CAG_891	0.163728864	0.477731007	0.108175437	inf	#VALUE!	0.0199935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00704	0.33947	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN108	Prevotella_sp_S7_1_8	0.208912382	0.477731007	0.130256512	0	#NUM!	0	1.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN109	Prevotella_timonensis	0.442618951	0.63636319	0.114701089	0.146602484	-2.77001855	0.000737333	0.005029474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18345	0	0	0	0.00767	0	0	0	0	0	0	0.0268	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0.00792	0	0	0	0	0	0	0	0	0	0	0.00303	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396	0	0
ASN110	Alistipes_finegoldii	0.618537122	0.787997174	0.011574926	0.952899742	-0.069603664	0.608486167	0.638562632	2.24056	0.34855	0	0.56601	0.05684	0	0.1058	0.00497	0	0.82176	0.03011	0.13848	0	0	0.22703	2.70324	1.91608	0	0	4.76997	1.84283	0.03631	0.07021	0	0	0.37905	0.0779	0.69673	0.55768	0.12715	0.2281	0.44284	5.45348	0.00278	0.0419	0.15015	0.22887	0	0.20415	0.05647	1.31491	2.238	0.11341	0.0633	0.03174	0.0889	0.3365	0.3834	3.96999	0.10082	0	1.54985	0	0	0.60163	0.24863	0.00989	0.15888	0.19553	0.03932	0.02467	0.10096	0.566	0.23227	0.27068	1.26952	0.10745	0.016	0.13516	0.11002	0.03826	0	0.53667	0.38505	0.37894	0.63569	0.37678	1.32062	0.46021	3.4034	0	8.6893	0	0.00969	0.86398	2.25667	0	0	0	0	0.53786	1.68239	0.0549	0.02535	0.04763	0.2379	0.01831	0.01152
ASN111	Alistipes_indistinctus	0.642554872	0.801210396	0.177985049	0.165019197	-2.599294226	0.040894667	0.247817632	0	0	0	0	0	4.50768	0	0	0	0.13663	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36869	3.46052	0	0	0	0	0	0	0.03586	0.82736	0	0	0.08033	0	0	0	0.4993	0.00647	0	0.01974	0	0	0	0	0	0.06774	0	0.16853	0.02416	0	0	0	0	0	0	0	0	0.55055	0.64844	0	0	0	0.00808	0.02832	0	0	0	0	0	0	0	0	0	0	0	0.00416	0.15456	0	0	0.0809	0.18678	0.00595	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN112	Alistipes_inops	0.163728864	0.477731007	0.103637149	inf	#VALUE!	0.008596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40126	0.08871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN113	Alistipes_onderdonkii	0.426135255	0.628316216	0.082495791	inf	#VALUE!	8.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525	0	0	0	0	0	0	0	0	0	0	0	0	0
